ch1,ch2
0,0
-3864,32764
-14860,32764
-22536,32764
-27896,32764
-29180,32764
-29320,32764
-27156,32764
-24708,32764
-17940,32764
-16004,25492
-11916,-15368
-3352,-32768
-4256,-32768
1388,-32768
4704,-32768
8852,-32768
10988,-32768
10000,-32768
11508,-32768
13664,-32768
15116,-32768
14216,-32768
14840,-32768
14484,-32768
11372,-32768
11876,-32768
12900,-32768
12932,-32768
12004,-32768
9592,-32768
11516,-32768
10852,-32768
10600,-32768
9468,-32768
7784,-32768
7300,-32768
6900,-32768
8800,-32768
6768,-32768
6768,-32768
6644,-32768
5392,-32768
4596,-32768
4340,-32768
4992,-32768
4348,-32768
4596,-32768
3948,-32768
4860,-32768
4872,-32768
3204,-32768
4324,-32768
3836,-32768
4076,-32768
4064,-32768
3836,-32768
3572,-31356
2660,-30072
3828,-27756
3960,-26348
2548,-26096
3048,-24708
2844,-23676
2424,-21788
2792,-22024
2800,-20876
2656,-19600
2164,-21100
2316,-19948
2804,-19588
2172,-19732
1820,-19468
1760,-18840
2420,-18720
1900,-18180
1636,-18200
2056,-18064
1768,-16388
1776,-16996
1656,-16792
1140,-16412
1384,-16628
2160,-15244
1428,-14996
648,-15096
792,-14984
612,-14340
1288,-13840
736,-13932
1048,-13336
1400,-12056
-628,-12132
748,-12052
760,-11032
248,-12052
1392,-11924
-128,-11024
480,-10376
-12,-10000
-396,-9988
508,-10652
-396,-10248
748,-10528
-16,-10340
120,-9500
-264,-8828
-748,-8728
-364,-9232
-132,-8340
-1036,-8932
368,-8940
-664,-7452
-1548,-8460
480,-7580
-924,-8456
-788,-8308
-660,-6944
-1556,-6924
-260,-6548
-628,-6284
-1556,-6524
-520,-5528
-1056,-6424
-1944,-6292
-900,-5272
-1676,-5532
-1924,-6164
-260,-6124
-1788,-5644
-1648,-4996
-1400,-4744
-1416,-5364
-1904,-6020
-1184,-4108
-2076,-3720
-1440,-5012
-744,-3316
-2204,-3360
-2048,-3596
-1684,-3180
-1544,-3972
-2660,-4076
-1948,-3600
-1184,-2592
-2696,-3428
-1940,-3204
-2076,-2712
-2280,-2072
-2848,-2320
-2060,-2720
-2324,-2332
-1952,-2184
-2080,-1552
-2680,-1912
-2328,-2700
-1812,-2152
-1804,-2064
-2188,-1308
-2796,-1420
-2720,-2072
-1292,-1144
-2844,-2072
-2320,-1564
-2324,-1124
-3332,-792
-1404,-1300
-3100,-616
-2180,-792
-1948,-516
-2712,632
-3460,-140
-2572,-32
-1688,-284
-2948,-788
-1924,876
-2712,-544
-3080,100
-2588,376
-1820,-288
-2828,360
-3324,-364
-1812,744
-3216,1660
-2696,892
-2336,1132
-2708,636
-2928,900
-3096,1688
-2844,752
-2208,876
-3076,1012
-2844,1052
-2824,892
-2824,1136
-1820,1436
-1936,504
-2572,2272
-3460,1256
-2564,2036
-2568,2912
-2944,2144
-3360,2296
-2276,1508
-2204,1768
-2308,2284
-3044,2156
-2700,2044
-2180,1912
-2676,2192
-2964,2560
-2312,2528
-3336,3344
-3224,2192
-1684,2540
-2820,2528
-2548,2456
-2832,3580
-2668,3468
-2056,3316
-2840,2716
-2460,2404
-2200,3052
-2828,3312
-2456,2940
-2956,3052
-2328,2916
-2932,3436
-2836,3052
-2452,3188
-2716,3316
-2704,2804
-1812,4084
