ch1,ch2
0,0
-3464,32764
-14616,32764
-23668,32764
-28676,32764
-28516,32764
-29284,32764
-27512,32764
-24040,32764
-18280,32764
-16524,24432
-11124,-16232
-3220,-32768
-4468,-32768
628,-32768
5260,-32768
9720,-32768
11656,-32768
9584,-32768
10740,-32768
14444,-32768
14824,-32768
13792,-32768
14816,-32768
13928,-32768
12796,-32768
12152,-32768
11640,-32768
13164,-32768
12140,-32768
9864,-32768
10368,-32768
10492,-32768
11004,-32768
9992,-32768
6880,-32768
7664,-32768
7824,-32768
7556,-32768
7776,-32768
6652,-32768
5756,-32768
6136,-32768
4876,-32768
4960,-32768
4336,-32768
4076,-32768
4592,-32768
4220,-32768
3704,-32768
4708,-32768
3560,-32768
3996,-32768
4344,-32768
3820,-32768
4604,-32768
3976,-32768
3176,-31772
3428,-30596
3308,-28572
4328,-26272
2408,-26120
2332,-25116
3320,-23948
2656,-23308
3172,-22292
2544,-21528
2424,-20612
2928,-20108
2564,-20100
2416,-19208
2152,-20124
1516,-19724
2272,-18296
2540,-17808
1432,-17952
2296,-17932
1636,-17948
876,-17056
1928,-16016
1904,-16268
1272,-15900
1512,-15768
992,-15260
776,-15748
1760,-14752
1120,-14568
756,-13684
872,-13816
916,-13836
884,-12796
248,-12956
788,-12192
372,-11424
-116,-11628
608,-11788
412,-11660
112,-11672
508,-11648
1416,-11424
-536,-11504
96,-10520
-148,-10004
-268,-10136
-8,-9592
352,-9108
-412,-8204
-1028,-8692
768,-9360
-652,-8480
-492,-8836
-524,-8476
-488,-8048
-784,-7696
-792,-8196
-660,-7524
-544,-7804
-264,-7560
-1284,-6276
-1288,-7140
-624,-6936
-928,-5916
-920,-5664
-748,-6176
-1516,-6532
-1696,-6040
-1048,-5776
-1164,-5644
-2588,-5892
-792,-6148
-672,-6044
-1304,-5136
-1540,-4888
-1552,-4384
-1820,-4244
-2156,-4384
-796,-4360
-1660,-3464
-1544,-3740
-1696,-3972
-1440,-4116
-2172,-3336
-2444,-3232
-1672,-3708
-2588,-3464
-2172,-2456
-2196,-2848
-2560,-2964
-2032,-3332
-1904,-2456
-1412,-2444
-2832,-2820
-2976,-1936
-1892,-1312
-2164,-2704
-1940,-1896
-1804,-2180
-2300,-1056
-3104,-1124
-1768,-1292
-1692,-1796
-2568,-1520
-3104,-1812
-1676,-1804
-3192,-1272
-2812,-888
-2176,-900
-1932,-1408
-3460,-244
-2280,104
-2792,-268
-2592,104
-1924,-648
-2712,-364
-1424,-8
-3952,-148
-2072,-360
-2544,-668
-2412,-264
-2436,-236
-2316,372
-2692,1012
-2716,892
-2020,368
-3356,1156
-2420,1036
-2456,1128
-2924,912
-2716,1264
-2684,500
-3184,756
-2816,1020
