ch1,ch2
0,0
-3740,32764
-15080,32764
-23556,32764
-28052,32764
-28444,32764
-29324,32764
-28420,32764
-22936,32764
-20108,32764
-15244,25580
-10008,-16892
-4208,-32768
-4248,-32768
0,-32768
5488,-32768
7536,-32768
11032,-32768
11896,-32768
11148,-32768
12664,-32768
14824,-32768
14972,-32768
14968,-32768
13300,-32768
12560,-32768
12412,-32768
12296,-32768
13292,-32768
11000,-32768
11260,-32768
11412,-32768
9700,-32768
10088,-32768
8200,-32768
8824,-32768
7800,-32768
7800,-32768
7828,-32768
6408,-32768
7008,-32768
6504,-32768
4960,-32768
5236,-32768
5236,-32768
4456,-32768
4452,-32768
5472,-32768
4196,-32768
4372,-32768
4200,-32768
3580,-32768
3840,-32768
4976,-32768
3696,-32768
2676,-32768
4472,-32768
3708,-32768
3352,-29712
2552,-27888
3684,-27552
3324,-26640
2656,-24804
3328,-22808
2312,-22248
2956,-22288
2328,-21612
3088,-20240
2016,-19972
1772,-20116
3064,-20128
2036,-18320
1640,-18956
2056,-19320
2288,-19604
2016,-18588
2032,-17556
1540,-17548
1760,-16416
1692,-17436
1380,-17128
1928,-15748
1888,-16128
616,-15588
1260,-16140
1136,-15648
748,-14492
480,-14608
1644,-14600
632,-14228
360,-12560
1412,-12540
224,-12544
1016,-12644
748,-11652
392,-12140
1248,-12424
364,-10644
-776,-11496
740,-11276
364,-10384
-156,-10392
96,-10268
-132,-10144
-152,-9992
104,-8724
-396,-8960
-112,-9620
-144,-8840
-648,-8604
-408,-8556
-1036,-9248
-268,-8608
-540,-8068
-672,-8460
-412,-8480
-544,-7056
-772,-6760
-1164,-7576
-364,-7016
-1148,-7320
-520,-6556
-928,-6416
-1164,-6792
-1056,-6288
-1304,-5408
-1056,-5768
-1300,-5664
-1552,-5488
-1436,-5780
-1800,-4376
-1560,-4868
-1156,-5864
-1304,-5520
-1684,-4372
-2056,-4364
-1696,-3980
-1308,-4000
-2160,-3600
-2156,-3596
-1288,-2828
-2060,-3996
-1016,-3724
-2196,-2452
-2592,-4240
-904,-3332
-2336,-2964
-1784,-2920
-2056,-3104
-2840,-3220
-1688,-2576
-2584,-1552
-1896,-2188
-2276,-2152
-2564,-2196
-1408,-2188
-2580,-1636
-1804,-1824
-2436,-1556
-2564,-1528
-1928,-1684
-2660,-908
-2668,-2316
-2832,-916
-2068,-928
-2444,-912
-2696,-136
-1688,-780
-2700,-1428
-2060,-632
-2588,100
-1684,-780
-2664,-12
-2668,100
-2948,100
-2832,156
-1820,-904
-3464,748
-2456,500
-3180,284
-2336,-28
-2584,-132
-3332,632
-2040,1276
-2304,372
-2332,1148
-3580,1020
-2692,888
-2184,1652
-2692,996
-2320,1780
-2672,1660
-2712,268
-3232,1020
-2572,132
-2204,104
-2276,1524
-2696,1636
-2456,2272
-4068,1648
-2076,2148
-1952,2556
-2716,1896
-2692,2404
-3100,2684
-2404,2556
-2020,2696
-3100,1896
-3196,1288
-1412,2680
-3484,2536
-2944,752
-2180,2580
-3476,2656
-1684,2532
-2692,2796
-3356,2784
-2548,3704
-2456,3068
-1812,4120
-3344,3864
-2928,2408
-2020,2576
-2696,3480
-2844,2700
-2444,2928
-2716,3316
-2968,2060
-1568,2796
-3180,3980
-3088,2712
-2184,3060
-2276,4100
-2696,3196
-3428,2664
-1912,3696
-2440,3964
-2320,3724
-2680,3940
-2840,3220
-2316,4332
-2316,3692
-2548,3576
-2308,4200
-2176,3608
-2568,3572
-2576,3704
-2712,4068
-2820,3696
-1520,5108
-2704,4084
-2940,3692
-2328,4600
-3052,4336
-1680,4448
-2712,3852
-2948,4456
-1932,4212
-2308,3700
-2192,4356
-1568,4228
-2188,4372
-3172,4236
-2416,4208
-2292,4712
-2536,4200
-2080,3988
-2332,5220
-1940,4712
-2824,5228
-2032,5236
-1936,4840
-3220,3964
-1692,4320
-2428,4592
-2052,4964
-2572,3940
-2332,3956
-1564,4980
-2304,4600
-2324,5644
-2720,4968
-1820,4988
-2424,5484
-2064,6260
-2304,5504
-1932,4192
-1280,5628
-2832,4340
-2180,4204
-1776,4216
-2080,4704
-1920,4068
-1560,4876
-2172,5224
-2196,4852
-1676,4716
