ch1,ch2
0,0
-4208,32764
-14212,32764
-22540,32764
-28436,32764
-29344,32764
-29444,32764
-28168,32764
-22816,32764
-19480,32764
-15392,26868
-10244,-17924
-4108,-32768
-5020,-32768
1136,-32768
4964,-32768
7780,-32768
11764,-32768
10616,-32768
10980,-32768
13564,-32768
14816,-32768
15456,-32768
14732,-32768
13700,-32768
12152,-32768
11904,-32768
12516,-32768
12536,-32768
11764,-32768
11244,-32768
11116,-32768
10268,-32768
9188,-32768
9116,-32768
8044,-32768
7932,-32768
8424,-32768
7904,-32768
6168,-32768
6384,-32768
6272,-32768
5768,-32768
5100,-32768
4472,-32768
4380,-32768
5612,-32768
4960,-32768
4120,-32768
5216,-32768
4448,-32768
3580,-32768
4624,-32768
3964,-32768
3700,-32768
3816,-32768
3424,-32768
3592,-32768
3040,-29288
2548,-27548
3328,-26264
3216,-26268
2804,-25120
3184,-23660
2556,-22396
2680,-22036
2964,-21260
2956,-19860
2460,-19700
2028,-19976
2424,-19468
1908,-20248
2148,-20196
1888,-18208
1392,-19176
3432,-18460
1920,-18324
1520,-18064
1800,-16664
1268,-15984
780,-16740
1128,-17140
1656,-16772
1532,-15096
632,-16032
1528,-15248
1508,-14344
372,-14092
1000,-14092
508,-13728
756,-12700
1144,-12940
484,-12192
1420,-12140
760,-12304
96,-12300
504,-11876
252,-11272
376,-11636
492,-11500
-532,-11168
480,-9868
-156,-9736
-356,-10004
248,-9628
-4,-9460
-668,-9072
484,-8456
4,-9484
-1288,-9624
96,-8580
-484,-8096
-788,-7692
-672,-9104
248,-8732
-1056,-8204
-264,-8096
-140,-7956
-908,-7656
-1140,-6296
-1300,-6804
-388,-6028
-1040,-5880
-1300,-6048
-1684,-5256
-740,-5012
-1944,-6156
-792,-5752
-1384,-6168
-1696,-6500
-892,-5120
-1176,-4712
-1524,-5132
-1904,-4756
-1692,-4356
-1532,-5396
-1436,-3988
-1184,-3436
-2316,-4340
-1936,-3228
-1556,-3684
-1924,-3556
-1544,-4244
-2184,-3068
-2020,-3220
-1688,-4116
-1508,-3868
-2060,-2704
-2152,-2816
-2036,-3096
-2820,-2276
-2312,-1412
-2076,-1696
-2196,-2060
-1668,-1544
-2076,-540
-3208,-1416
-2076,-1808
-1684,-2184
-2200,-1548
-2060,-1800
-2660,-1560
-2968,-1312
-2452,-1412
-1796,-1160
-2720,-1184
-2820,-516
-2196,-764
-2568,-264
-2440,-920
-2320,-8
-2828,128
-2440,-528
-2192,224
-2412,-544
-2316,-372
-2440,-1152
-2712,-284
-2316,612
-2816,740
-2068,-516
-3080,352
-2700,896
-1816,400
-2552,1384
-3224,1556
-2828,1780
-2188,996
-3612,636
-2060,1912
-3300,1392
-3204,360
-2156,1252
-2180,1004
-3232,872
-3324,492
-2076,892
-2444,1804
-3360,2024
-1664,2152
-2956,1684
-2960,1912
-2044,3424
-2668,2580
-2076,2444
-2056,2452
-3984,1660
-1920,2172
-2180,1132
-3180,1804
-2440,2568
-3232,1892
-2188,2288
-2456,2680
-2972,1932
-2456,2420
-2540,2932
-3308,3708
-2952,3736
-2064,3568
-2584,3732
-2444,3476
-2964,2788
-1808,3056
-2552,2932
-3336,1780
-2160,2332
-2700,3568
-2672,3088
-2040,2940
-2920,3188
-3336,3840
-2336,3432
-2696,3044
-2544,3436
-2312,3824
-2712,3852
-2148,4608
-2848,3812
-2552,3044
-1936,3684
-2312,4464
-2820,3552
-2576,3824
-2204,3552
-2692,3824
-2208,4244
-2200,3940
-2568,3964
-2460,3988
-2464,4092
-2452,4580
-2576,4352
-2580,4492
-2588,4196
-2692,3436
-1780,3940
-2804,5356
-2932,4600
-2056,3960
-3220,3812
-2068,3824
-2076,5228
-2204,4328
-2208,4324
-2056,4468
-1544,3964
-2680,4964
-2464,4704
-2180,4208
-2068,5108
-2064,4972
-2196,4452
-2672,3836
-1944,4716
-2336,5096
-2188,4584
-2696,4832
-2184,4712
-1796,4760
-3224,5788
-2072,5228
-1952,4476
-2420,4832
-1440,5528
-2072,5228
-2080,5100
-1924,4848
-2316,4228
-1948,5984
-2428,4252
-1436,3860
-1428,4084
-2336,4732
-2208,4208
-1544,4596
-1292,5232
-2452,4996
-1672,5364
-1692,5736
-1932,5728
-1800,5868
-1916,5480
-1928,4192
-1520,4852
-2036,5376
-1516,4724
-1908,4200
-1180,4624
-2284,4964
-2076,5216
-1696,5368
-1392,4836
-1056,4200
-2312,5992
-1556,5016
-1532,5116
-1896,6132
-1288,5356
-1032,4852
-1952,5484
-1296,5476
-1936,4872
-544,5872
-1928,5216
-1808,4460
-1000,4852
-1676,4584
-1536,3940
-1276,4876
-1436,4320
-1556,5612
-1560,5396
-1564,5748
-1164,5228
-908,4760
-2188,5624
-1796,5352
-1036,4964
-904,4856
-904,5884
-1436,5004
-1684,4732
-788,5256
-528,4484
-1180,4336
-788,4980
-1044,5496
-1516,5732
-1028,5108
-516,5372
-1916,5880
-1156,4732
-1136,5012
-884,4996
-1280,4988
-1508,4960
-144,4716
-1304,4328
-1048,4964
-916,4596
-1184,5476
-2036,4972
-16,4972
-892,5660
-776,5220
-400,4852
-1540,4996
-416,5484
-412,5236
-536,5344
-2168,4728
-800,4344
-272,4720
-508,4320
-1176,4976
-1156,5140
-908,3868
-276,5244
-800,5620
-1308,5348
-392,5888
-1276,5372
-624,4716
-280,5244
-1432,4844
100,4208
-284,4964
-1048,4756
-260,4084
-1416,3988
-284,4848
-1180,4584
-28,3964
-496,3828
-1388,4960
-484,5344
-392,4468
-796,4992
-752,4472
-152,5616
-260,5392
-768,4844
356,5644
-1132,4488
-640,4856
-276,4072
-652,4472
-776,4972
-528,4252
-4,4720
-784,5092
-888,3680
-132,4204
252,4888
-1136,4984
-1032,4988
-160,4452
-284,4604
-16,4208
-20,4836
-876,4968
352,4252
-780,4192
-160,4212
520,3812
-788,3460
-288,4624
-488,4580
-528,4488
260,4456
-140,4196
-120,3944
-408,4220
-792,4832
-532,4732
252,4596
124,4112
-132,4224
-156,3596
100,3700
28,3700
-144,4600
144,4728
-260,4320
500,3960
-12,4328
-644,4092
-20,4116
-512,4596
-400,3828
748,4968
628,4212
-520,3840
-760,4472
-20,3324
616,3180
-136,3692
620,3356
100,3684
-524,4500
616,3708
392,3476
360,3944
-372,3824
-124,4220
272,3836
876,3860
-640,3580
240,3228
376,3708
-544,3596
352,3444
236,4088
668,3308
-540,2920
360,3684
880,3808
-532,3588
-504,4372
896,4192
748,4208
244,3844
-532,3076
268,3300
124,3552
404,3692
1280,3692
-264,3080
532,3704
0,4320
376,3340
864,3712
-404,3212
392,2180
764,3308
-488,3832
256,2924
1004,3316
-624,3452
1136,3692
152,3472
-512,3484
628,3188
-16,3200
864,3212
128,2784
-288,3436
744,2444
-504,3572
380,3832
488,3700
-144,3960
1388,3556
480,3332
-116,3296
920,3176
4,3860
248,2316
16,3460
-644,2288
1556,1656
388,2308
636,2412
788,2436
-272,1808
872,3428
104,3464
888,2556
616,3312
504,2812
888,3448
488,3348
-232,2188
620,2804
104,3188
1136,2788
884,2444
-104,2288
488,2052
120,2400
756,3448
-152,2548
1124,2804
376,2920
872,2968
764,2792
628,2716
756,3476
284,2948
236,3052
384,3096
1044,2656
280,1808
504,2416
632,1900
1260,1156
-136,2800
152,1640
864,1912
388,2656
360,1944
872,2048
904,2708
392,3048
1148,3056
628,2820
-128,2532
888,2152
892,2956
-160,2804
736,2428
872,2056
488,2036
504,2828
232,2032
884,2160
628,1544
372,2164
1148,2704
136,2148
1528,2160
-488,2420
492,2164
1000,2048
484,2156
1504,1900
224,1532
480,2528
620,1648
888,1512
412,2588
752,1408
1012,888
628,2040
492,1904
880,1896
884,1912
484,2064
1148,2284
1148,1764
108,2424
264,2056
888,1644
396,1276
628,1308
356,1248
744,1248
632,1540
772,1264
1004,1896
888,2036
992,2164
364,3064
388,2580
1144,2156
624,2048
-108,2424
1296,2028
616,1808
356,2024
364,1404
280,1524
1504,1540
748,1388
-156,1760
624,1420
1124,1252
628,2556
-28,1928
1016,1136
1280,1512
504,2168
1020,1528
152,360
740,1764
1124,1548
380,892
484,1136
364,900
1532,1140
872,764
376,1276
1300,1252
1128,1392
-516,1556
1268,1152
748,1908
876,1676
536,1004
608,1376
892,912
112,748
1268,1276
496,892
1392,1268
660,748
124,484
1136,1412
1272,1264
788,2020
-20,1276
508,1512
752,2416
520,1656
736,920
1008,1036
1252,2048
120,1132
884,1160
116,1268
636,1136
884,864
108,740
1508,1276
4,260
496,1276
1004,1140
236,992
368,892
516,1120
792,1136
528,608
912,1120
736,2204
872,1008
1252,16
892,112
108,484
1256,784
1132,892
108,124
656,492
96,1124
1000,760
356,1172
1388,1264
244,1656
156,1792
