ch1,ch2
0,0
-2704,32764
-14204,32764
-22548,32764
-28436,32764
-29556,32764
-29288,32764
-28040,32764
-23436,32764
-18696,32764
-15764,26096
-10380,-17172
-4620,-32768
-4352,-32768
1276,-32768
4488,-32768
8452,-32768
10748,-32768
11116,-32768
11380,-32768
12284,-32768
14832,-32768
15712,-32768
14868,-32768
12384,-32768
12432,-32768
12532,-32768
12920,-32768
12652,-32768
10856,-32768
11376,-32768
11128,-32768
10232,-32768
10084,-32768
8976,-32768
8680,-32768
8440,-32768
7160,-32768
7936,-32768
6892,-32768
6376,-32768
6672,-32768
5276,-32768
4756,-32768
5216,-32768
4496,-32768
5000,-32768
4124,-32768
4472,-32768
4364,-32768
3692,-32768
4960,-32768
3480,-32768
4468,-32768
3308,-32768
3188,-32768
4336,-32768
3332,-32768
3608,-30108
2680,-28180
3960,-27024
2696,-27016
3188,-24580
2412,-22632
2200,-23804
3568,-22684
2928,-20584
2404,-20724
1760,-20092
2672,-20504
2816,-20492
2024,-19356
1912,-19568
2036,-18940
2172,-18956
996,-19448
2408,-16624
1772,-17032
1516,-17436
2672,-16760
1428,-16536
1272,-15740
1036,-16768
1532,-15756
1156,-15904
784,-15248
1652,-15212
756,-14192
668,-14456
1136,-13980
876,-12576
768,-12428
536,-12540
764,-11792
496,-12572
884,-12192
224,-11532
252,-12164
116,-11268
368,-10764
368,-10640
-900,-10220
132,-10128
376,-10132
0,-9240
500,-9592
-896,-9100
-400,-8472
120,-8580
-140,-10008
-260,-8452
-140,-8168
-1056,-9476
-516,-8048
-668,-8072
-884,-7928
-1000,-8088
-912,-7200
-404,-7180
-416,-7052
-1168,-6812
-1816,-6152
-784,-6296
-528,-6560
-1308,-6684
-660,-6408
-528,-5276
-1436,-6020
-2180,-5132
-1508,-4892
-1536,-6028
-660,-5276
-1636,-5100
-2040,-4980
-1648,-4128
-1668,-4740
-1548,-3720
-2460,-3724
-1408,-3744
-1568,-2676
-2424,-3988
-1152,-4356
-1300,-4112
-2072,-2716
-2564,-2720
-1540,-3972
-1552,-3052
-2536,-2696
-2076,-2580
-2328,-3104
-2336,-2032
-2440,-1556
-1528,-2196
-2456,-2064
-2448,-1928
-2068,-1820
-2948,-1408
-2072,-1040
-2440,-2412
-2444,-1948
-2560,-1540
-1552,-1780
-2972,-1404
-2580,-1568
-2452,-1764
-1692,-500
-2532,-760
-2708,-664
-2080,-20
-2848,-772
-2064,-148
-2328,232
-2076,-1124
-3100,-388
