ch1,ch2
0,0
-4080,32764
-14220,32764
-23188,32764
-27800,32764
-29212,32764
-29196,32764
-27036,32764
-23824,32764
-19692,32764
-15504,24984
-11024,-14744
-3712,-32768
-4992,-32768
1020,-32768
5368,-32768
8344,-32768
11632,-32768
10360,-32768
11256,-32768
13408,-32768
14744,-32768
14972,-32768
15092,-32768
13920,-32768
12788,-32768
11792,-32768
12128,-32768
13536,-32768
11420,-32768
9736,-32768
10636,-32768
10744,-32768
10608,-32768
9096,-32768
7420,-32768
7580,-32768
7148,-32768
8680,-32768
7012,-32768
6628,-32768
6800,-32768
5396,-32768
4588,-32768
4704,-32768
5740,-32768
3568,-32768
3476,-32768
4740,-32768
4196,-32768
4328,-32768
4192,-32768
3836,-32768
4324,-32768
2796,-32768
3552,-32768
4760,-32768
3688,-32388
3952,-29952
2812,-28420
3440,-26852
3568,-26124
3048,-25100
3448,-23956
2188,-22812
2948,-22128
2684,-20256
2408,-20256
2424,-20372
2680,-19984
2148,-20248
2416,-19692
2424,-18824
2048,-18460
1272,-18848
1520,-18812
2952,-17440
1636,-16872
1632,-17792
1772,-17412
1644,-16276
1816,-16892
1428,-16508
892,-15480
1636,-15000
892,-14580
1272,-13980
100,-14492
1044,-13420
1400,-13064
524,-12788
752,-11540
112,-11936
408,-12564
492,-11544
-132,-11524
484,-11668
248,-11548
484,-11412
108,-10736
-152,-11408
-12,-10744
272,-10104
352,-9876
-8,-9360
-236,-10012
120,-9356
224,-8980
-1140,-9480
-236,-8980
116,-8196
-1028,-8812
-248,-7544
-924,-8300
-412,-8460
-392,-7696
-1028,-7320
-900,-7824
-1032,-7140
-396,-6432
-888,-6652
-632,-6040
-2324,-5264
-1540,-5780
-380,-5024
-1128,-5652
-912,-5648
-2312,-5508
-1292,-5772
-1420,-6408
-1544,-6288
-904,-5020
-1556,-4836
-1804,-5280
-1424,-4996
-1296,-3832
-1692,-5004
-1044,-4580
-1540,-3608
-1816,-4124
-1280,-3476
-1928,-3096
-2556,-3080
-1920,-3592
-1696,-3472
-2832,-2276
-2204,-2712
-2076,-4240
-1916,-2952
-2060,-2432
-2052,-1932
-2820,-2328
-2292,-2844
-1276,-1556
-2576,-2592
-2152,-1288
-2076,-1036
-2532,-2288
-2076,-2064
-2312,-1656
-2180,-2076
-2080,-1132
-2332,-1404
