ch1,ch2
0,0
-3592,32764
-14224,32764
-23184,32764
-28192,32764
-28568,32764
-29576,32764
-27912,32764
-24604,32764
-18560,32764
-15368,25460
-11028,-14104
-3976,-32768
-5240,-32768
624,-32768
4460,-32768
9968,-32768
11240,-32768
10348,-32768
11000,-32768
13688,-32768
15516,-32768
13416,-32768
15236,-32768
14336,-32768
12540,-32768
11256,-32768
13024,-32768
13960,-32768
10992,-32768
10228,-32768
10256,-32768
10984,-32768
11128,-32768
8444,-32768
7908,-32768
7404,-32768
8312,-32768
8292,-32768
6536,-32768
6880,-32768
6512,-32768
6008,-32768
4468,-32768
3964,-32768
4868,-32768
4344,-32768
4076,-32768
4064,-32768
4852,-32768
3604,-32768
4336,-32768
4848,-32768
3572,-32768
4100,-32768
4096,-32768
3168,-32768
3584,-31988
3184,-30952
3296,-28172
3732,-26500
2800,-26400
3940,-24448
2296,-24052
2276,-22940
3100,-20896
2276,-20740
3168,-20628
2040,-20248
2528,-19956
2440,-19076
1528,-19464
2412,-19344
2552,-19228
1804,-18452
1524,-18672
2428,-18592
1776,-17656
2148,-16768
1788,-15748
888,-15852
1176,-16020
2276,-15640
656,-16516
1128,-16160
1388,-14216
640,-14984
1404,-14104
652,-13720
660,-13576
612,-12060
628,-12564
1264,-12300
1120,-11656
-268,-11552
240,-11900
-136,-10864
780,-11148
236,-11036
-364,-11748
252,-11772
228,-10528
-8,-10780
-392,-10652
232,-8968
-32,-9468
360,-9888
-376,-9220
-416,-7940
-616,-8044
-524,-9444
112,-8840
-512,-8460
-392,-8444
-1168,-7320
-1160,-7828
-280,-7320
-784,-7072
-876,-6264
-668,-6920
-1168,-7584
-664,-6276
-896,-6004
-1796,-6424
-1056,-6288
-288,-6016
-1924,-6036
-1564,-4996
-1660,-5280
-1512,-5780
-1176,-5268
-2300,-5484
-996,-4980
-660,-4104
-2580,-5100
-912,-4072
-2060,-3836
-2700,-3596
-1292,-3456
-1924,-4592
-1508,-3352
-1536,-3096
-2588,-3844
-2404,-3104
-1928,-2664
-2572,-3820
-1548,-3476
-1136,-2532
-2680,-3352
-2960,-3084
-1772,-2456
-1788,-1564
-2288,-2564
-2028,-3068
-1680,-1812
-2420,-2076
-1952,-2564
-2064,-1292
-2276,-1416
-2020,-1440
-2448,-1256
-2844,-1412
-2716,-1148
-2064,-1916
-2660,-1676
-2312,-660
-3076,-1176
-1676,-1784
-1152,248
-3596,488
-2532,-884
-2464,-140
