ch1,ch2
0,0
-3732,32764
-13716,32764
-23572,32764
-28044,32764
-29464,32764
-29952,32764
-27908,32764
-23412,32764
-19464,32764
-16028,25116
-9376,-17028
-4496,-32768
-4740,-32768
1272,-32768
4836,-32768
7784,-32768
11128,-32768
11244,-32768
11248,-32768
13040,-32768
14332,-32768
15984,-32768
14840,-32768
13040,-32768
12780,-32768
12004,-32768
12680,-32768
12780,-32768
10992,-32768
11624,-32768
10604,-32768
10108,-32768
9192,-32768
9212,-32768
8572,-32768
7836,-32768
8544,-32768
7544,-32768
6392,-32768
6908,-32768
6272,-32768
5624,-32768
4452,-32768
5088,-32768
4716,-32768
4356,-32768
4604,-32768
4592,-32768
4968,-32768
4216,-32768
4964,-32768
3564,-32768
4356,-32768
3868,-32768
3704,-32768
4072,-32768
2924,-32768
3600,-29568
3684,-26996
2928,-26396
2972,-25740
2528,-25756
3436,-22920
2540,-22548
2656,-22284
3696,-20492
1408,-20740
2672,-19944
2656,-19616
1640,-20112
1636,-19980
3068,-18976
2028,-18696
1512,-19556
2324,-18964
1776,-18068
2032,-18076
868,-17404
2428,-16536
1784,-16624
904,-16284
1156,-15984
1644,-15896
1392,-15888
1000,-15508
992,-14228
1008,-13724
364,-13716
1404,-13712
1020,-13420
224,-12260
1528,-12052
496,-12400
532,-12036
152,-12184
748,-12300
236,-12176
-16,-11792
904,-11392
-768,-10756
772,-9852
-788,-9496
-264,-9368
-236,-9360
-524,-9460
608,-8840
-1048,-8352
-524,-9356
252,-8736
-412,-8036
-888,-8708
-488,-7964
-780,-9096
-396,-8336
-1004,-8216
-776,-7832
-136,-7840
-920,-7440
-1024,-6560
-624,-7056
-1568,-6432
-1168,-5740
-928,-6300
-1924,-6120
-652,-6432
-796,-5916
-1408,-5912
-904,-6156
-1656,-6048
-1284,-5132
-1928,-4880
-1824,-4744
-1544,-4500
-1796,-4972
-1048,-3980
-1440,-3736
-1416,-4228
-1668,-3740
-1660,-3824
-1784,-3568
-1904,-3352
-2576,-4108
-1308,-2668
-2696,-3592
-2420,-3360
-2316,-2444
-1800,-3356
-1552,-2720
-1812,-3232
-2336,-2584
-2308,-2196
-2304,-1916
-1944,-1796
-2160,-1812
-2824,-1168
-2436,-1300
-1808,-2452
-2444,-1928
-2700,-1388
-1684,-1668
-2164,-1036
-3320,-1168
-1808,-1788
-2080,-1892
-2460,-1132
-2152,-1664
-2404,-924
-2564,-652
-2836,12
-2448,-756
-2332,740
-2976,224
-1800,-672
-2280,376
-2580,-500
-3740,4
-1932,-780
-1948,12
-2848,488
-2832,408
-2924,500
-2696,484
-2320,1260
-2532,752
-2328,2156
-2804,1640
-3104,380
-2720,1004
-2176,524
-2956,896
-2552,620
-2192,412
-2708,628
-3084,1120
-3092,1264
-1768,868
-2592,1932
-3600,3352
-2592,2288
-2536,2148
-2952,2160
-2436,1636
-1920,2932
-2708,2412
-3720,1644
-2052,3076
-2452,1524
-1672,2032
-2572,3180
-3848,2400
-1944,1652
-2976,1900
-2332,2200
-2700,2300
-3088,2032
-1900,3064
-3344,3576
-2204,2804
-2592,2912
-2412,2792
-2944,2428
-2440,2792
-2180,3556
-2824,3176
-2812,2812
-2704,2660
-2692,2308
-2196,2172
-1816,4092
-3488,4072
-2972,3808
-2840,4340
-2700,3172
-1896,3812
-2944,4320
-2204,3944
-2936,3816
-3456,3572
-2320,3980
-1820,3456
-1784,3960
-2808,3708
-2936,3556
-2588,3424
-1684,3708
-2668,3820
-2836,3680
-2192,3208
-1952,4196
-2668,4604
-2428,3700
-2588,3808
-2424,4708
-2204,4452
-3216,4108
-1544,4716
-2420,4620
-2956,3832
-2460,3868
-2064,3692
-1688,3984
-2968,4064
-1936,4752
-2452,5236
-2712,5092
-1948,4584
-2296,4716
-2936,5648
-2448,5624
-2188,4472
-2832,4628
-2164,4724
-1920,4708
-2044,4596
-2296,3704
-2436,3968
-2320,4320
-1776,4724
-1924,3832
-2664,4844
-2020,6264
-1952,4604
-1792,5348
-2164,5612
-2080,5116
-2288,4868
-1940,4332
-1920,4960
-2072,5256
-1676,4724
-2456,4968
-2824,3428
-1264,4840
-2204,4976
-1936,3952
-1568,5480
-2024,5364
-1168,5224
-2312,5916
-1948,5532
-2080,5096
-1412,4980
-1548,5484
-1892,4320
-1432,5260
-1668,4980
-1180,4720
-2668,4740
-2184,4860
-1052,4344
-1528,3836
-1764,4984
-1684,5240
-1916,5344
-2068,5476
-1300,5484
-1544,5348
-1168,4980
-1944,5612
-1176,5728
-1556,4988
-1016,5108
-1392,5356
-1812,4864
-1048,3960
-1432,4576
-2172,5528
-1184,4332
-908,5516
-1804,5260
-1544,4576
-1164,5380
-912,5620
-1548,5500
-2056,5740
-1164,5612
-1560,5476
-1184,5476
-1032,5220
-1312,4756
-1272,5136
-900,4320
-648,4492
-920,5364
-2196,4712
-672,5620
-880,4960
-1048,4836
-888,5612
-1688,5236
-872,5216
-1024,5220
-644,4984
-1400,4848
-1420,4848
-392,5528
-1028,4968
-1052,4844
-1564,4852
-792,5100
-392,4748
-1672,3828
-892,4864
-488,5228
-656,5116
-1160,6264
-1420,5868
-916,4580
-1184,4848
-772,5744
-1148,4244
-772,5116
-756,5148
-796,4604
