ch1,ch2
0,0
-3564,32764
-14052,32764
-23576,32764
-28044,32764
-29156,32764
-28936,32764
-28040,32764
-24084,32764
-17692,32764
-17296,24324
-10636,-15592
-4232,-32768
-4108,-32768
628,-32768
4832,-32768
9720,-32768
11644,-32768
11116,-32768
10864,-32768
13196,-32768
14952,-32768
14828,-32768
14448,-32768
14312,-32768
12656,-32768
11148,-32768
12388,-32768
12928,-32768
11648,-32768
10228,-32768
10652,-32768
10608,-32768
10872,-32768
9084,-32768
7416,-32768
7776,-32768
7144,-32768
7672,-32768
8080,-32768
7416,-32768
6124,-32768
6024,-32768
4852,-32768
4596,-32768
4724,-32768
3472,-32768
4208,-32768
5244,-32768
3704,-32768
4324,-32768
4720,-32768
3572,-32768
4588,-32768
4084,-32768
3832,-32768
3432,-32768
2948,-32768
3740,-30488
4104,-27140
2684,-26380
2456,-26108
3976,-25352
2152,-24208
2412,-22276
3052,-21132
2192,-20896
2408,-20484
2536,-20484
3068,-19732
2672,-19480
1384,-19216
2536,-19572
2152,-19076
1172,-18572
2528,-18956
2188,-17912
1788,-17052
1672,-16788
1508,-16412
1644,-16512
1008,-16532
1536,-16756
2156,-16288
1276,-15592
876,-14988
1140,-14220
608,-14340
996,-13960
1164,-12772
1532,-12316
1144,-12140
116,-11784
-524,-10988
-376,-11808
244,-11928
1416,-10892
-256,-11652
104,-11396
876,-11392
-624,-11516
608,-11012
636,-11120
-648,-10632
248,-9080
-152,-9092
-28,-8696
-276,-8560
-524,-9228
376,-7944
-800,-7912
-928,-8848
144,-8604
-672,-8700
-1568,-7960
-148,-7176
-780,-7780
-1040,-6684
-656,-7528
-156,-6788
-1308,-5992
-1436,-7436
-672,-6404
-1680,-5892
-1160,-5776
-1276,-5620
-1548,-5772
-796,-5260
-2336,-5024
-1684,-5908
-24,-5276
-1684,-5280
-1028,-5104
-2072,-5276
-1540,-3488
-1768,-3744
-2300,-4768
-1056,-4352
-1556,-4212
-2060,-3992
-1652,-3180
-2460,-3472
-1036,-3972
-1428,-3076
-2704,-3472
-2312,-3468
-1932,-2588
-2564,-3212
-1556,-2812
-2320,-3084
-2432,-3092
-1684,-1772
-2316,-2040
-2568,-2172
-2332,-1796
-2328,-2420
-1892,-1688
-2708,-544
-2192,-1784
-2308,-1568
-2828,-1564
-1680,-1636
-2572,-1176
-2460,-2072
-2712,-272
-2444,-900
-1800,-1432
-2548,248
-2720,-508
-3092,-532
-2280,-516
-2800,268
-3084,380
-2076,-868
-2696,-32
-2844,-400
-2824,8
-1672,-912
-2308,-636
-3084,368
-1920,352
-2940,880
-2836,24
-2460,228
-2564,1532
-2668,636
-3192,872
-2444,356
-2828,912
-1928,924
-2336,1168
-3356,1144
-2464,1160
-2964,1508
-1936,908
-3484,1384
-2700,1772
-2808,1784
-2968,1160
-1928,2064
-3104,2552
-2324,1900
-2428,2544
-3224,2056
-2828,1384
-1796,1760
-2708,2916
-2704,2436
-2696,2532
-2972,2156
-2920,1656
-2692,2588
-2788,1924
-2156,2404
-2408,2428
-2944,2400
-2688,2420
-2304,3424
-2308,2912
-2844,2660
-2436,3980
-2452,3048
-2588,3228
-2812,3196
-2328,2812
-2308,3048
-2708,2812
-3356,2460
-1812,2792
-2180,3436
-2312,3828
-3556,2924
-2336,3600
-1824,4636
-3976,3716
-2056,3596
-2304,3736
-2820,3604
-2692,3340
-2320,2844
-2312,3740
-2804,4576
-2576,4072
-2832,4576
-1544,3948
-2824,4084
-3100,4476
-2280,3828
-2592,4092
-2292,3948
-3480,4748
-2180,4092
-1924,4476
-3220,4728
-1932,3828
-2072,3708
-2196,4192
-2192,4208
-2704,3180
-2336,4204
-1696,4096
-2208,4328
-2192,5244
-3212,4500
-2028,4472
-2044,4960
-2424,4848
-2440,5220
-1940,5488
-2836,4988
-2828,4476
-1944,4984
-1812,5352
-2428,4372
-2464,4208
-2440,4764
-2068,3812
-2180,4856
-2560,5348
-1916,4204
