ch1,ch2
0,0
-3964,32764
-14852,32764
-23072,32764
-27548,32764
-28824,32764
-29596,32764
-27804,32764
-23556,32764
-18940,32764
-16136,25332
-9732,-16028
-4364,-32768
-4236,-32768
1012,-32768
3940,-32768
7916,-32768
11252,-32768
10976,-32768
11504,-32768
12400,-32768
15080,-32768
15472,-32768
15204,-32768
13928,-32768
12128,-32768
12640,-32768
12144,-32768
13280,-32768
11000,-32768
11240,-32768
12280,-32768
9724,-32768
9336,-32768
8964,-32768
8568,-32768
7412,-32768
7908,-32768
8076,-32768
7280,-32768
6044,-32768
5404,-32768
5500,-32768
5484,-32768
5104,-32768
4324,-32768
5220,-32768
4208,-32768
4728,-32768
4240,-32768
4196,-32768
4728,-32768
4212,-32768
3936,-32768
3052,-32768
3572,-32768
4216,-32768
3432,-32768
3440,-29964
3176,-27540
3320,-26388
3040,-26100
3056,-24988
3296,-24080
1820,-23172
3060,-22280
3172,-20488
2032,-20708
2572,-20856
2400,-19872
2328,-18976
2016,-19464
2332,-20728
2548,-19096
2176,-18328
1896,-18056
1660,-17816
1520,-17692
1516,-17432
1564,-17036
2284,-15848
908,-15388
920,-15004
1508,-16392
1036,-16024
1284,-14492
652,-14480
880,-14952
1256,-13812
648,-13828
768,-13340
880,-12940
780,-12312
744,-11788
540,-12316
1180,-12188
24,-12140
388,-11252
156,-11376
-396,-12060
736,-11516
264,-10880
-248,-9992
-268,-9848
-280,-9760
532,-9632
-288,-9320
96,-8220
-528,-8856
-388,-8720
-508,-8708
-916,-8688
408,-8980
-1044,-9332
-1436,-7828
-520,-8480
-272,-7948
-652,-6936
-656,-6640
-1168,-6684
-396,-6280
-1564,-5372
-780,-6376
-652,-6908
-1508,-5780
-1416,-5660
-1152,-6140
-2064,-5128
-1396,-4360
-1184,-5536
-1548,-6556
-1284,-6020
-1664,-5904
-1160,-5220
-1156,-4328
-2188,-4744
-1032,-3204
-1544,-3228
-1404,-3996
-1692,-2820
-2692,-4732
-1640,-3940
-1312,-3232
-1568,-3960
-2572,-3092
-1808,-3216
-2076,-3316
-2404,-1820
-1676,-3340
-2564,-3212
-1640,-2796
-2080,-1936
-2072,-1780
-2336,-1420
-2576,-1820
-1528,-2044
-2956,-1424
-2824,-1796
-1924,-1544
-2588,-1288
-1764,-2060
-2332,-1176
-2948,-1804
-1692,-2208
-2720,-1304
-1796,-1292
-2456,-1252
-3440,-1144
-1644,480
-2452,-152
-3208,-16
-2196,-612
-1816,-108
-2324,364
-2848,-384
-2696,-104
-2696,-240
-2152,788
-3088,352
-2720,-908
-1696,756
-4000,660
-2056,748
-2840,652
-2332,628
-2572,1404
-2328,1032
-3988,360
-2060,1288
-2316,1020
-3084,884
-2324,1128
-3204,1256
-2584,1252
-3432,276
-1944,612
-2080,1292
-3080,2168
-3220,1400
-2076,1396
-2316,2700
-3304,2528
-2152,2196
-2436,2404
-2936,1388
-2200,2664
-2948,2456
-2700,1820
-1900,2540
-3072,1652
-2960,2940
-2448,3060
-3848,1516
-1676,1532
-2148,3168
-3476,2148
-2184,3068
-2712,2836
-2312,3068
-3212,3332
-2568,2784
-2684,3724
-2936,3172
-2060,2972
-2412,3692
-3576,3340
-2448,1660
-1948,3068
-2820,3824
-3212,2404
-2832,2788
-2324,3600
-2072,4076
-2576,3340
-2592,4192
-2324,4072
-2448,3964
-2836,3680
-2156,3096
-2848,4092
-1952,3696
-2208,3052
-2704,3700
-2588,3312
-2560,3864
-3172,3048
-2556,3324
-1548,4092
-2204,3220
-2180,3940
-2552,3700
-2804,4336
-2064,4588
-2328,4192
-2200,4752
-2960,4988
-1816,4476
-3080,3824
-2848,4720
-2180,4216
-2280,3944
-2020,4472
-2836,4840
-2572,4708
-1672,4576
-3196,5088
-2568,4632
-1820,5244
-2460,5492
-2188,4224
-2056,5232
-1796,4848
-2424,3964
-2832,4484
-2072,4252
-1936,4348
-2332,3828
-2280,4324
-2936,4232
-1568,4452
-2296,4720
-2188,4876
-1804,5092
-2576,5884
-2844,5612
-2332,4988
-1556,5492
-1668,4748
-1908,4604
-2180,5096
-2320,4704
-1668,4844
-2056,4448
-1948,4324
-1780,5748
-2956,4748
-1000,4348
-1696,4752
-1412,4596
-1312,5244
-2696,5240
-1312,5220
-1304,6008
-1948,5392
-1308,3940
-2080,5368
-2568,5244
-900,4972
-1816,5612
-2200,5096
-1568,4320
-2184,5400
-1932,4892
-1688,5252
-1648,5628
-1824,4860
-1688,4728
-1276,5388
-1928,5352
-1168,5404
-1696,6168
-1304,4340
-1440,5404
-2076,5252
-2196,4244
-156,4452
-1176,4208
-2324,6124
-1176,4320
-1772,4720
-1184,6132
-1948,4220
-1052,4960
-652,5496
-2020,5472
-1508,5620
-236,5496
-1812,5988
-1644,5144
-652,5232
-1932,4464
-780,4708
-672,4576
-1772,5100
-920,5348
-1564,4844
-288,4992
-1028,5004
-1056,5116
-1164,5092
-1924,5728
-780,5236
-1288,5520
-2060,4844
104,4220
-928,4976
-924,5496
-768,5272
-904,4988
-916,4508
-772,4720
-1812,4468
-540,4608
-1040,4988
-744,4840
-640,5352
-1384,4468
-272,5492
-520,6012
-1672,5532
-1048,4576
-272,4732
-524,4848
-1544,4472
-404,4472
-1540,5088
-928,4584
-408,3964
-756,5636
-776,5108
-1544,5876
-136,5016
-524,4580
-288,5492
-644,5352
-2040,5476
-512,4604
96,4708
-892,5620
-900,5216
-392,4080
-400,4356
-780,4592
-1052,3480
-392,4456
104,4720
-404,4452
-780,5124
-1184,4340
12,4484
116,5352
-1048,5348
-668,5344
-796,5132
240,5112
-644,4724
-392,4192
-148,4328
-1052,4472
-528,4496
-648,3560
-284,4348
-160,5016
-612,3428
-268,5728
-524,4884
-532,4092
-24,5228
-132,4964
-140,4328
-112,3940
-612,4232
-1044,4968
-388,4720
-4,4124
-528,4348
-392,4740
-924,3688
-32,4100
492,5108
-744,4616
-8,4996
-536,4716
-284,3228
632,3856
-416,5020
-528,3816
1000,4508
-520,4832
-504,3812
-408,3440
96,3052
-400,3708
364,4708
-4,4220
-16,3592
632,4452
228,4092
264,3812
-276,4324
-256,3808
1128,4508
-784,4324
-408,3956
224,4744
-868,3836
500,3564
-28,3576
504,3044
-24,3592
124,3948
-32,3956
-248,4576
652,4380
-368,3568
368,4348
508,4220
-404,3448
-152,4192
896,3692
512,3732
240,4204
12,4092
-488,2936
496,2792
380,3580
-20,3576
-252,3436
764,3424
388,4976
-232,3728
496,3428
-16,3176
-132,3428
1248,4220
240,3312
-8,3448
232,3708
-236,3612
616,3064
-4,2844
620,3452
120,3448
-156,3336
636,3052
360,3596
